Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review
123649,05/12/2023,BF1547,Ornaments,Female,30,New York,No,32,0,32,3,96,1,Careless handling by the delivery team.
135970,17/10/2024,BF1548,Clothing,Female,29,New York,No,65,0,65,3,195,3,It was ok.
172497,11/02/2024,BF1550,Clothing,Male,18,Cleveland,No,97,0,97,2,194,5,The product had excellent quality.
182723,10/09/2024,BF1543,Clothing,Male,18,Manchester,Yes,100,40,140,1,140,2,Never buying from here again.
160282,13/12/2023,BF1551,Ornaments,Male,28,Portland,No,15,0,15,1,15,3,The handling was questionable but incurred only minute damages.
152638,09/08/2024,BF1548,Clothing,Male,18,San Antonio,No,65,0,65,4,260,4,The product had excellent quality.
184674,08/01/2024,BF1552,Ornaments,Male,28,New York,No,45,0,45,1,45,4,The delivery team handled the product with care.
165477,28/04/2024,BF1544,Other,Male,29,Detroit,No,9,0,9,1,9,1,"Unfortunately, the delivery was late."
143818,18/06/2024,BF1552,Ornaments,Female,27,New Jersey,No,45,0,45,1,45,4,Great design is one of the major positives of this product.
145174,13/03/2024,BF1545,Other,Male,26,Manchester,Yes,10,40,50,1,50,4,The delivery team handled the product with care.
165139,05/10/2024,BF1548,Clothing,Male,22,Miami,No,65,0,65,2,130,2,The product had poor quality.
145076,07/02/2024,BF1545,Other,Female,34,Memphis,No,10,0,10,1,10,4,Discount deals was greatly appreciated.
155839,20/07/2024,BF1543,Clothing,Male,30,Glasgow,Yes,100,40,140,1,140,4,The product had excellent quality.
124694,17/05/2024,BF1550,Clothing,Male,26,San Antonio,No,97,0,97,4,388,5,Lack of delivery delays is greatly appreciated.
165162,09/12/2023,BF1549,Clothing,Female,30,Montreal,Yes,130,25,155,1,155,4,The product had excellent quality.
124977,16/06/2024,BF1548,Clothing,Female,24,Austin,No,65,0,65,1,65,3,The handling was questionable but incurred only minute damages.
155075,11/05/2024,BF1545,Other,Male,18,Pittsburgh,No,10,0,10,2,20,4,Incredible detailing was clearly evident.
177399,25/12/2023,BF1544,Other,Female,21,Sacramento,No,9,0,9,1,9,3,Had slight delays but the product was in good shape.
122797,28/03/2024,BF1554,Ornaments,Male,33,Austin,No,20,0,20,3,60,5,Exquisite craftsmanship here is absolutely appreciated.
159870,02/10/2024,BF1548,Clothing,Male,18,Austin,No,65,0,65,2,130,5,Premium quality as usual.
142446,30/12/2023,BF1548,Clothing,Male,26,Cleveland,No,65,0,65,2,130,3,The handling was questionable but incurred only minute damages.
124956,11/05/2024,BF1551,Ornaments,Female,26,Manchester,Yes,15,40,55,1,55,4,Exquisite craftsmanship here is absolutely appreciated.
182150,23/08/2024,BF1550,Clothing,Male,35,Pittsburgh,No,97,0,97,1,97,4,Discount deals was greatly appreciated.
186193,25/09/2024,BF1552,Ornaments,Male,27,Memphis,No,45,0,45,1,45,2,Never buying from here again.
132979,04/07/2024,BF1551,Ornaments,Male,22,Memphis,No,15,0,15,1,15,1,The product had an underwhelming design.
124791,04/12/2023,BF1545,Other,Male,32,Portland,No,10,0,10,3,30,5,The delivery team handled the product with care.
140781,24/10/2024,BF1548,Clothing,Male,25,San Antonio,No,65,0,65,1,65,3,The handling was questionable but incurred only minute damages.
169586,12/11/2023,BF1550,Clothing,Male,23,San Francisco,No,97,0,97,3,291,4,Lack of delivery delays is greatly appreciated.
140748,12/12/2023,BF1554,Ornaments,Male,22,Memphis,No,20,0,20,4,80,1,There is clear evidence of subpar detailing.
136539,10/06/2024,BF1546,Clothing,Female,34,Sacramento,No,118,0,118,1,118,4,The product was affordable here compared to other brands.
198369,23/05/2024,BF1545,Other,Male,20,San Francisco,No,10,0,10,1,10,5,The product had excellent quality.
123258,25/01/2024,BF1547,Ornaments,Male,23,Paris,Yes,32,50,82,1,82,5,Lack of delivery delays is greatly appreciated.
162807,11/12/2023,BF1547,Ornaments,Female,35,Pittsburgh,No,32,0,32,2,64,4,Incredible detailing was clearly evident.
174447,18/10/2024,BF1551,Ornaments,Male,20,New Jersey,No,15,0,15,1,15,4,Exquisite craftsmanship here is absolutely appreciated.
179841,03/08/2024,BF1548,Clothing,Male,25,Manchester,Yes,65,40,105,5,525,3,Expected much better
160651,28/07/2024,BF1543,Clothing,Female,21,Las Vegas,No,100,0,100,2,200,1,Waste of Money.
198711,01/11/2024,BF1548,Clothing,Male,28,Memphis,No,65,0,65,3,195,3,The handling was questionable but incurred only minute damages.
198683,08/08/2024,BF1554,Ornaments,Female,23,Austin,No,20,0,20,1,20,4,The Product exhibits good design.
166486,12/01/2024,BF1548,Clothing,Female,20,Cleveland,No,65,0,65,1,65,2,The promotion quality does not match the product
176633,23/10/2024,BF1555,Other,Male,30,Portland,No,23,0,23,3,69,4,Discount deals was greatly appreciated.
165784,14/01/2024,BF1552,Ornaments,Male,23,San Antonio,No,45,0,45,1,45,3,Nothing too special.
134266,10/04/2024,BF1552,Ornaments,Male,23,Mumbai,Yes,45,70,115,3,345,2,There is clear evidence of subpar detailing.
199060,31/08/2024,BF1550,Clothing,Male,27,Las Vegas,No,97,0,97,2,194,4,Premium quality as usual.
160829,03/10/2024,BF1543,Clothing,Male,23,Austin,No,100,0,100,3,300,4,Lack of delivery delays is greatly appreciated.
123449,07/05/2024,BF1548,Clothing,Female,24,Cardiff,Yes,65,40,105,1,105,5,The Product exhibits good design.
199009,26/07/2024,BF1546,Clothing,Male,29,London,Yes,118,40,158,1,158,4,Discount deals was greatly appreciated.
138946,07/03/2024,BF1548,Clothing,Female,31,Austin,No,65,0,65,2,130,4,The product was delivered quickly.
191901,06/05/2024,BF1550,Clothing,Male,18,Miami,No,97,0,97,1,97,1,Waste of Money.
172884,17/04/2024,BF1552,Ornaments,Male,27,Memphis,No,45,0,45,1,45,1,"Unfortunately, the delivery was late."
121658,11/02/2024,BF1549,Clothing,Male,20,Portland,No,130,0,130,2,260,4,Discount deals was greatly appreciated.
130544,12/12/2023,BF1550,Clothing,Male,26,Las Vegas,No,97,0,97,1,97,4,The delivery team handled the product with care.
168914,01/09/2024,BF1548,Clothing,Female,25,Sacramento,No,65,0,65,1,65,3,The handling was questionable but incurred only minute damages.
160492,20/09/2024,BF1546,Clothing,Male,31,Miami,No,118,0,118,2,236,4,The delivery team handled the product with care.
160787,24/09/2024,BF1550,Clothing,Male,25,Memphis,No,97,0,97,4,388,5,Exquisite craftsmanship here is absolutely appreciated.
182526,11/08/2024,BF1548,Clothing,Male,22,Miami,No,65,0,65,1,65,2,There is clear evidence of subpar detailing.
148299,01/07/2024,BF1552,Ornaments,Male,19,Memphis,No,45,0,45,1,45,5,The product was delivered quickly.
161329,23/06/2024,BF1545,Other,Male,30,San Antonio,No,10,0,10,1,10,4,Lack of delivery delays is greatly appreciated.
187123,26/03/2024,BF1544,Other,Female,27,New Jersey,No,9,0,9,1,9,4,Discount deals was greatly appreciated.
179244,05/09/2024,BF1550,Clothing,Female,20,Sacramento,No,97,0,97,4,388,5,The product was delivered quickly.
128786,09/01/2024,BF1555,Other,Male,29,Memphis,No,23,0,23,2,46,1,"Unfortunately, the delivery was late."
191383,26/05/2024,BF1547,Ornaments,Male,25,Las Vegas,No,32,0,32,1,32,5,Lack of delivery delays is greatly appreciated.
164908,03/03/2024,BF1548,Clothing,Male,31,Montreal,Yes,65,25,90,2,180,1,Careless handling by the delivery team.
199675,02/03/2024,BF1544,Other,Female,28,Pittsburgh,No,9,0,9,1,9,4,Discount deals was greatly appreciated.
132904,14/09/2024,BF1555,Other,Male,19,New Jersey,No,23,0,23,1,23,4,Great design is one of the major positives of this product.
156523,03/11/2024,BF1543,Clothing,Male,32,New Delhi,Yes,100,70,170,2,340,3,The handling was questionable but incurred only minute damages.
176894,19/07/2024,BF1553,Ornaments,Male,35,New York,No,50,0,50,1,50,4,Premium quality as usual.
146372,26/03/2024,BF1543,Clothing,Male,30,Portland,No,100,0,100,1,100,4,The Product exhibits good design.
156448,03/07/2024,BF1551,Ornaments,Female,34,Austin,No,15,0,15,1,15,4,The product was delivered quickly.
131717,08/01/2024,BF1544,Other,Male,27,Austin,No,9,0,9,2,18,4,Exquisite craftsmanship here is absolutely appreciated.
150436,29/04/2024,BF1545,Other,Male,23,Las Vegas,No,10,0,10,1,10,5,The delivery team handled the product with care.
196704,30/04/2024,BF1547,Ornaments,Male,29,Sydney,Yes,32,100,132,1,132,3,Had slight delays but the product was in good shape.
158655,11/04/2024,BF1543,Clothing,Male,19,Sacramento,No,100,0,100,1,100,5,The delivery team handled the product with care.
167225,29/01/2024,BF1551,Ornaments,Female,30,Glasgow,Yes,15,40,55,1,55,3,Average product
170263,01/08/2024,BF1552,Ornaments,Male,20,Cardiff,Yes,45,40,85,5,425,1,The promotion quality does not match the product
164604,06/02/2024,BF1554,Ornaments,Male,27,Memphis,No,20,0,20,4,80,5,The Product exhibits good design.
199711,20/08/2024,BF1554,Ornaments,Female,28,San Francisco,No,20,0,20,2,40,2,The product is not as advertised.
191676,06/12/2023,BF1544,Other,Male,23,Liverpool,Yes,9,40,49,2,98,1,The product is not as advertised.
152816,22/01/2024,BF1554,Ornaments,Male,24,Portland,No,20,0,20,1,20,1,Never buying from here again.
186040,14/11/2023,BF1551,Ornaments,Male,18,New York,No,15,0,15,2,30,1,The product is not as advertised.
125540,12/05/2024,BF1551,Ornaments,Female,28,New Jersey,No,15,0,15,1,15,5,The product was delivered quickly.
161598,04/08/2024,BF1548,Clothing,Female,18,New York,No,65,0,65,2,130,1,"Unfortunately, the delivery was late."
178944,08/07/2024,BF1550,Clothing,Female,26,Montreal,Yes,97,25,122,1,122,1,The product had poor quality.
163403,20/06/2024,BF1543,Clothing,Female,23,San Francisco,No,100,0,100,3,300,3,It was ok.
180543,10/02/2024,BF1554,Ornaments,Female,25,San Antonio,No,20,0,20,1,20,3,Not as expected.
159578,08/03/2024,BF1555,Other,Male,21,Memphis,No,23,0,23,2,46,5,Lack of delivery delays is greatly appreciated.
170868,12/11/2023,BF1548,Clothing,Male,32,New Jersey,No,65,0,65,2,130,2,"Unfortunately, the delivery was late."
161165,21/01/2024,BF1548,Clothing,Male,34,Las Vegas,No,65,0,65,1,65,5,The Product exhibits good design.
132802,13/01/2024,BF1546,Clothing,Female,26,Memphis,No,118,0,118,2,236,1,Clear delays in delivery.
144803,17/09/2024,BF1551,Ornaments,Male,34,Glasgow,Yes,15,40,55,1,55,4,Premium quality as usual.
189443,26/12/2023,BF1546,Clothing,Male,23,New Jersey,No,118,0,118,1,118,3,Had slight delays but the product was in good shape.
142582,17/01/2024,BF1550,Clothing,Male,23,Portland,No,97,0,97,1,97,4,The product was affordable here compared to other brands.
132858,25/06/2024,BF1551,Ornaments,Male,23,San Francisco,No,15,0,15,4,60,2,"Unfortunately, the delivery was late."
176480,20/10/2024,BF1547,Ornaments,Male,34,San Francisco,No,32,0,32,1,32,1,"Unfortunately, the delivery was late."
127211,21/06/2024,BF1550,Clothing,Male,23,San Antonio,No,97,0,97,3,291,3,Had slight delays but the product was in good shape.
186467,25/10/2024,BF1551,Ornaments,Female,26,San Francisco,No,15,0,15,4,60,5,The product had excellent quality.
125686,14/03/2024,BF1548,Clothing,Male,23,Sacramento,No,65,0,65,2,130,4,Discount deals was greatly appreciated.
142340,14/08/2024,BF1554,Ornaments,Male,31,Dublin,Yes,20,40,60,1,60,3,Expected much better
156606,07/05/2024,BF1544,Other,Female,21,London,Yes,9,40,49,1,49,4,The Product exhibits good design.
153985,27/10/2024,BF1553,Ornaments,Male,24,Detroit,No,50,0,50,1,50,1,Never buying from here again.
134922,24/08/2024,BF1544,Other,Female,34,Portland,No,9,0,9,1,9,3,Not as expected.
161922,03/01/2024,BF1554,Ornaments,Male,21,New York,No,20,0,20,4,80,1,Never buying from here again.
181275,05/12/2023,BF1550,Clothing,Female,32,Toronto,Yes,97,25,122,2,244,5,Exquisite craftsmanship here is absolutely appreciated.
138782,12/06/2024,BF1549,Clothing,Male,29,Miami,No,130,0,130,3,390,1,The product had poor quality.
189790,24/05/2024,BF1548,Clothing,Male,32,Portland,No,65,0,65,1,65,3,Had slight delays but the product was in good shape.
169238,07/07/2024,BF1548,Clothing,Male,32,Pittsburgh,No,65,0,65,1,65,2,Waste of Money.
159074,04/08/2024,BF1547,Ornaments,Male,29,Miami,No,32,0,32,1,32,5,Incredible detailing was clearly evident.
185233,13/06/2024,BF1547,Ornaments,Female,20,Cleveland,No,32,0,32,1,32,3,The handling was questionable but incurred only minute damages.
161035,12/08/2024,BF1547,Ornaments,Female,32,Mumbai,Yes,32,70,102,1,102,1,"Unfortunately, the delivery was late."
194792,06/05/2024,BF1544,Other,Female,32,Detroit,No,9,0,9,1,9,4,Premium quality as usual.
199636,03/07/2024,BF1554,Ornaments,Male,23,Portland,No,20,0,20,4,80,3,Nothing too special.
194283,28/05/2024,BF1554,Ornaments,Male,26,New York,No,20,0,20,2,40,2,Clear delays in delivery.
197118,28/07/2024,BF1550,Clothing,Female,34,San Francisco,No,97,0,97,1,97,5,Premium quality as usual.
153159,07/03/2024,BF1551,Ornaments,Male,29,Pittsburgh,No,15,0,15,3,45,5,Premium quality as usual.
160901,17/06/2024,BF1547,Ornaments,Female,22,Mumbai,Yes,32,70,102,1,102,4,Discount deals was greatly appreciated.
126439,16/09/2024,BF1548,Clothing,Female,31,Montreal,Yes,65,25,90,1,90,4,Exquisite craftsmanship here is absolutely appreciated.
142376,04/11/2024,BF1544,Other,Male,18,Sacramento,No,9,0,9,1,9,4,The product was delivered quickly.
154346,25/06/2024,BF1544,Other,Male,32,New Jersey,No,9,0,9,3,27,4,Exquisite craftsmanship here is absolutely appreciated.
173303,22/01/2024,BF1543,Clothing,Female,25,San Francisco,No,100,0,100,1,100,4,The delivery team handled the product with care.
190359,25/11/2023,BF1549,Clothing,Male,31,San Francisco,No,130,0,130,1,130,4,Premium quality as usual.
172879,01/09/2024,BF1548,Clothing,Female,19,Las Vegas,No,65,0,65,1,65,5,Lack of delivery delays is greatly appreciated.
146240,11/03/2024,BF1545,Other,Male,18,New York,No,10,0,10,1,10,5,The product had excellent quality.
199791,28/03/2024,BF1551,Ornaments,Male,21,Pittsburgh,No,15,0,15,2,30,5,The product was delivered quickly.
199361,27/05/2024,BF1550,Clothing,Female,30,Detroit,No,97,0,97,4,388,5,The product was delivered quickly.
156394,02/06/2024,BF1550,Clothing,Male,18,San Francisco,No,97,0,97,1,97,1,The promotion quality does not match the product
131231,30/10/2024,BF1552,Ornaments,Female,27,New York,No,45,0,45,1,45,5,The product was affordable here compared to other brands.
166368,23/10/2024,BF1554,Ornaments,Male,28,New Jersey,No,20,0,20,1,20,1,Clear delays in delivery.
170445,24/10/2024,BF1554,Ornaments,Male,33,San Francisco,No,20,0,20,1,20,4,The product was delivered quickly.
130848,19/04/2024,BF1547,Ornaments,Female,24,Miami,No,32,0,32,1,32,4,Incredible detailing was clearly evident.
132488,13/04/2024,BF1554,Ornaments,Male,28,Toronto,Yes,20,25,45,2,90,4,The product was delivered quickly.
132854,30/06/2024,BF1546,Clothing,Female,28,Miami,No,118,0,118,1,118,2,Clear delays in delivery.
146553,24/02/2024,BF1548,Clothing,Male,26,Detroit,No,65,0,65,1,65,5,The Product exhibits good design.
164746,26/03/2024,BF1548,Clothing,Female,24,Cleveland,No,65,0,65,3,195,5,The product had excellent quality.
192423,25/03/2024,BF1548,Clothing,Male,32,Detroit,No,65,0,65,1,65,5,The delivery team handled the product with care.
160953,08/02/2024,BF1548,Clothing,Male,35,Liverpool,Yes,65,40,105,1,105,2,The product had an underwhelming design.
137871,22/03/2024,BF1552,Ornaments,Male,25,Miami,No,45,0,45,4,180,5,The product was affordable here compared to other brands.
124702,05/01/2024,BF1551,Ornaments,Female,30,Portland,No,15,0,15,2,30,2,The product had poor quality.
170702,16/01/2024,BF1543,Clothing,Male,29,Miami,No,100,0,100,4,400,5,The Product exhibits good design.
150300,12/10/2024,BF1543,Clothing,Male,27,Detroit,No,100,0,100,1,100,3,The handling was questionable but incurred only minute damages.
196341,04/03/2024,BF1554,Ornaments,Male,30,Cleveland,No,20,0,20,1,20,2,"Unfortunately, the delivery was late."
159906,14/04/2024,BF1544,Other,Male,21,Paris,Yes,9,50,59,1,59,3,Expected much better
131464,10/01/2024,BF1547,Ornaments,Female,28,Portland,No,32,0,32,4,128,4,Lack of delivery delays is greatly appreciated.
149896,24/09/2024,BF1550,Clothing,Male,32,Pittsburgh,No,97,0,97,2,194,5,Great design is one of the major positives of this product.
186603,14/09/2024,BF1546,Clothing,Female,26,Memphis,No,118,0,118,1,118,5,Great design is one of the major positives of this product.
166185,09/12/2023,BF1545,Other,Male,23,Cardiff,Yes,10,40,50,1,50,5,Great design is one of the major positives of this product.
127460,25/01/2024,BF1551,Ornaments,Male,30,Pittsburgh,No,15,0,15,2,30,4,The Product exhibits good design.
157344,11/02/2024,BF1545,Other,Female,26,San Antonio,No,10,0,10,1,10,2,Careless handling by the delivery team.
186248,12/12/2023,BF1544,Other,Male,18,San Antonio,No,9,0,9,1,9,3,Had slight delays but the product was in good shape.
136965,10/10/2024,BF1548,Clothing,Male,19,Pittsburgh,No,65,0,65,5,325,5,Discount deals was greatly appreciated.
172587,27/10/2024,BF1547,Ornaments,Male,31,Dublin,Yes,32,40,72,1,72,5,The Product exhibits good design.
160606,20/09/2024,BF1552,Ornaments,Male,19,San Francisco,No,45,0,45,3,135,1,Careless handling by the delivery team.
132076,21/06/2024,BF1543,Clothing,Male,27,New Jersey,No,100,0,100,1,100,3,Nothing too special.
149509,19/11/2023,BF1548,Clothing,Male,30,Cardiff,Yes,65,40,105,1,105,1,The product had poor quality.
179120,18/08/2024,BF1551,Ornaments,Female,27,Las Vegas,No,15,0,15,1,15,5,The product was affordable here compared to other brands.
148643,26/07/2024,BF1548,Clothing,Male,24,Glasgow,Yes,65,40,105,1,105,2,Low quality products are a usual here these days.
196452,27/06/2024,BF1551,Ornaments,Female,22,New Delhi,Yes,15,70,85,1,85,4,Lack of delivery delays is greatly appreciated.
153501,28/11/2023,BF1550,Clothing,Male,20,Portland,No,97,0,97,1,97,5,The product was affordable here compared to other brands.
199778,03/11/2024,BF1544,Other,Male,32,London,Yes,9,40,49,1,49,4,The delivery team handled the product with care.
142442,28/04/2024,BF1550,Clothing,Female,20,Mumbai,Yes,97,70,167,2,334,5,The product was affordable here compared to other brands.
134987,17/02/2024,BF1545,Other,Male,18,Toronto,Yes,10,25,35,5,175,4,Lack of delivery delays is greatly appreciated.
190935,09/10/2024,BF1550,Clothing,Male,25,Sydney,Yes,97,100,197,1,197,3,Expected much better
175367,02/04/2024,BF1548,Clothing,Female,23,Portland,No,65,0,65,1,65,4,The product had excellent quality.
128927,19/05/2024,BF1546,Clothing,Male,32,Miami,No,118,0,118,4,472,4,The delivery team handled the product with care.
187156,25/01/2024,BF1549,Clothing,Male,31,Memphis,No,130,0,130,1,130,4,Discount deals was greatly appreciated.
150054,13/03/2024,BF1549,Clothing,Female,20,Cleveland,No,130,0,130,1,130,4,Lack of delivery delays is greatly appreciated.
189411,04/04/2024,BF1548,Clothing,Female,21,Cleveland,No,65,0,65,1,65,2,Clear delays in delivery.
189332,27/09/2024,BF1545,Other,Male,23,Austin,No,10,0,10,1,10,2,"Unfortunately, the delivery was late."
156157,27/11/2023,BF1548,Clothing,Male,29,San Francisco,No,65,0,65,1,65,5,Exquisite craftsmanship here is absolutely appreciated.
193191,18/05/2024,BF1545,Other,Male,35,Memphis,No,10,0,10,1,10,3,Had slight delays but the product was in good shape.
130130,16/05/2024,BF1549,Clothing,Female,26,Cleveland,No,130,0,130,1,130,5,Great design is one of the major positives of this product.
187551,10/05/2024,BF1553,Ornaments,Male,19,Cleveland,No,50,0,50,1,50,5,Exquisite craftsmanship here is absolutely appreciated.
187626,03/01/2024,BF1548,Clothing,Male,32,Toronto,Yes,65,25,90,1,90,4,The delivery team handled the product with care.
156507,22/04/2024,BF1551,Ornaments,Male,30,Pittsburgh,No,15,0,15,2,30,1,Careless handling by the delivery team.
191315,14/07/2024,BF1550,Clothing,Male,34,Portland,No,97,0,97,2,194,4,Premium quality as usual.
167914,20/08/2024,BF1543,Clothing,Male,23,Memphis,No,100,0,100,2,200,4,The product had excellent quality.
152455,16/08/2024,BF1546,Clothing,Female,19,Memphis,No,118,0,118,1,118,3,Not as expected.
121800,16/05/2024,BF1552,Ornaments,Male,25,Miami,No,45,0,45,4,180,3,The handling was questionable but incurred only minute damages.
138469,19/07/2024,BF1547,Ornaments,Male,26,Las Vegas,No,32,0,32,2,64,5,The delivery team handled the product with care.
190411,01/11/2024,BF1548,Clothing,Male,22,San Francisco,No,65,0,65,2,130,4,Great design is one of the major positives of this product.
165138,13/08/2024,BF1545,Other,Male,33,New Delhi,Yes,10,70,80,1,80,4,The product had excellent quality.
120948,05/08/2024,BF1544,Other,Male,23,New Delhi,Yes,9,70,79,1,79,5,The product was affordable here compared to other brands.
198268,25/09/2024,BF1549,Clothing,Male,22,San Antonio,No,130,0,130,1,130,5,The delivery team handled the product with care.
127257,14/05/2024,BF1550,Clothing,Female,31,San Antonio,No,97,0,97,1,97,3,Had slight delays but the product was in good shape.
194936,06/09/2024,BF1552,Ornaments,Female,29,Cleveland,No,45,0,45,1,45,2,The product had an underwhelming design.
192546,04/11/2024,BF1544,Other,Female,32,Toronto,Yes,9,25,34,1,34,4,Exquisite craftsmanship here is absolutely appreciated.
157818,10/01/2024,BF1550,Clothing,Female,27,Sacramento,No,97,0,97,2,194,5,The product had excellent quality.
158821,08/05/2024,BF1545,Other,Male,31,San Francisco,No,10,0,10,1,10,4,The delivery team handled the product with care.
154055,14/09/2024,BF1551,Ornaments,Male,34,Sydney,Yes,15,100,115,2,230,4,Discount deals was greatly appreciated.
178746,14/02/2024,BF1548,Clothing,Female,29,Austin,No,65,0,65,1,65,4,The product was delivered quickly.
189239,29/12/2023,BF1554,Ornaments,Male,33,Detroit,No,20,0,20,2,40,4,The product had excellent quality.
154131,15/02/2024,BF1554,Ornaments,Female,24,Cleveland,No,20,0,20,3,60,4,The product was affordable here compared to other brands.
197483,16/12/2023,BF1548,Clothing,Male,34,New York,No,65,0,65,3,195,5,The Product exhibits good design.
134097,25/04/2024,BF1552,Ornaments,Female,24,Portland,No,45,0,45,2,90,4,Lack of delivery delays is greatly appreciated.
144378,28/10/2024,BF1551,Ornaments,Female,20,New Jersey,No,15,0,15,1,15,3,The handling was questionable but incurred only minute damages.
182346,29/02/2024,BF1544,Other,Male,27,New Delhi,Yes,9,70,79,2,158,2,Never buying from here again.
169664,12/01/2024,BF1545,Other,Male,33,Austin,No,10,0,10,1,10,4,Great design is one of the major positives of this product.
140392,20/09/2024,BF1546,Clothing,Male,25,Sacramento,No,118,0,118,4,472,5,The Product exhibits good design.
166524,25/12/2023,BF1548,Clothing,Male,28,Cardiff,Yes,65,40,105,4,420,5,Incredible detailing was clearly evident.
145216,04/05/2024,BF1548,Clothing,Male,30,Portland,No,65,0,65,1,65,4,The product had excellent quality.
149891,05/12/2023,BF1543,Clothing,Male,34,Miami,No,100,0,100,2,200,2,Low quality products are a usual here these days.
150728,10/09/2024,BF1547,Ornaments,Female,22,London,Yes,32,40,72,4,288,4,Incredible detailing was clearly evident.
141142,29/01/2024,BF1543,Clothing,Male,23,Cleveland,No,100,0,100,1,100,5,The product had excellent quality.
138630,08/04/2024,BF1549,Clothing,Female,31,Portland,No,130,0,130,1,130,3,Had slight delays but the product was in good shape.
180396,10/07/2024,BF1543,Clothing,Male,27,Las Vegas,No,100,0,100,1,100,4,Premium quality as usual.
143165,10/06/2024,BF1554,Ornaments,Male,35,San Francisco,No,20,0,20,1,20,1,The product had poor quality.
182836,30/12/2023,BF1545,Other,Male,25,Memphis,No,10,0,10,1,10,4,Exquisite craftsmanship here is absolutely appreciated.
134078,28/09/2024,BF1551,Ornaments,Female,35,Liverpool,Yes,15,40,55,4,220,5,The delivery team handled the product with care.
157919,16/11/2023,BF1548,Clothing,Male,24,Glasgow,Yes,65,40,105,4,420,5,Lack of delivery delays is greatly appreciated.
168053,13/12/2023,BF1548,Clothing,Female,20,Las Vegas,No,65,0,65,1,65,4,The product was delivered quickly.
166585,08/06/2024,BF1544,Other,Female,19,Portland,No,9,0,9,1,9,1,The promotion quality does not match the product
139589,20/06/2024,BF1553,Ornaments,Male,32,New Jersey,No,50,0,50,1,50,4,Discount deals was greatly appreciated.
140740,26/12/2023,BF1545,Other,Male,35,Cleveland,No,10,0,10,1,10,5,The product was delivered quickly.
155464,03/12/2023,BF1551,Ornaments,Female,25,Las Vegas,No,15,0,15,3,45,5,Incredible detailing was clearly evident.
178866,25/01/2024,BF1551,Ornaments,Male,18,Cardiff,Yes,15,40,55,1,55,4,The Product exhibits good design.
156196,25/07/2024,BF1545,Other,Female,18,London,Yes,10,40,50,1,50,1,Waste of Money.
132001,09/02/2024,BF1554,Ornaments,Male,24,Mumbai,Yes,20,70,90,1,90,5,Exquisite craftsmanship here is absolutely appreciated.
198736,26/12/2023,BF1548,Clothing,Male,33,Mumbai,Yes,65,70,135,1,135,5,The product had excellent quality.
186609,13/01/2024,BF1546,Clothing,Male,28,Cleveland,No,118,0,118,2,236,5,The delivery team handled the product with care.
189939,31/01/2024,BF1548,Clothing,Male,28,Cleveland,No,65,0,65,1,65,4,The delivery team handled the product with care.
168640,22/11/2023,BF1543,Clothing,Male,21,New Jersey,No,100,0,100,1,100,3,Had slight delays but the product was in good shape.
121824,22/09/2024,BF1546,Clothing,Female,32,Portland,No,118,0,118,1,118,3,Had slight delays but the product was in good shape.
129507,20/04/2024,BF1543,Clothing,Female,33,Portland,No,100,0,100,1,100,5,Incredible detailing was clearly evident.
128321,10/12/2023,BF1553,Ornaments,Male,19,Pittsburgh,No,50,0,50,1,50,5,The product had excellent quality.
166801,07/08/2024,BF1551,Ornaments,Male,30,San Francisco,No,15,0,15,1,15,1,The promotion quality does not match the product
171128,01/02/2024,BF1551,Ornaments,Male,24,Miami,No,15,0,15,2,30,3,It was ok.
141447,01/04/2024,BF1548,Clothing,Male,33,Cleveland,No,65,0,65,2,130,5,Great design is one of the major positives of this product.
190476,13/01/2024,BF1548,Clothing,Male,26,New Jersey,No,65,0,65,1,65,2,The promotion quality does not match the product
148127,24/10/2024,BF1550,Clothing,Female,34,Manchester,Yes,97,40,137,2,274,4,Lack of delivery delays is greatly appreciated.
122551,22/12/2023,BF1548,Clothing,Female,19,Detroit,No,65,0,65,1,65,1,The product had poor quality.
187293,26/06/2024,BF1552,Ornaments,Male,21,Glasgow,Yes,45,40,85,1,85,3,Nothing too special.
153710,23/08/2024,BF1543,Clothing,Male,31,San Francisco,No,100,0,100,3,300,2,Clear delays in delivery.
129337,16/08/2024,BF1548,Clothing,Female,19,San Antonio,No,65,0,65,1,65,3,Not as expected.
176830,03/08/2024,BF1544,Other,Female,25,San Francisco,No,9,0,9,2,18,5,Premium quality as usual.
167677,29/04/2024,BF1552,Ornaments,Female,34,Detroit,No,45,0,45,1,45,4,The product was affordable here compared to other brands.
145093,13/06/2024,BF1551,Ornaments,Male,24,Sacramento,No,15,0,15,1,15,3,Nothing too special.
125820,13/11/2023,BF1548,Clothing,Male,23,San Antonio,No,65,0,65,1,65,5,Lack of delivery delays is greatly appreciated.
144789,02/01/2024,BF1553,Ornaments,Male,32,San Antonio,No,50,0,50,2,100,3,It was ok.
137953,07/10/2024,BF1548,Clothing,Male,32,Portland,No,65,0,65,1,65,2,Never buying from here again.
145042,25/10/2024,BF1548,Clothing,Male,24,Memphis,No,65,0,65,1,65,5,The Product exhibits good design.
145866,27/04/2024,BF1550,Clothing,Female,28,Sacramento,No,97,0,97,1,97,1,Waste of Money.
